Date,Price,Open,High,Low,Vol.,Change %
12/25/2016,472,465.5,475,455.6,18.59M,0.0136
12/18/2016,465.65,470.9,478.55,460,22.02M,-1.59%
12/11/2016,473.15,461.95,486.25,451.05,90.93M,0.0195
12/04/2016,464.1,436,468.55,428.3,31.85M,0.0721
11/27/2016,432.9,451.25,466.3,431.15,40.13M,-4.30%
11/20/2016,452.35,468,475.3,443.15,36.17M,-4.01%
11/13/2016,471.25,484.9,484.9,450,42.41M,-7.11%
11/06/2016,507.3,513,549.35,500,43.25M,-0.98%
10/30/2016,512.3,534.4,537.9,501.6,26.07M,-4.60%
10/23/2016,537,544,564,510.75,41.65M,-1.38%
10/16/2016,544.5,557.85,557.85,541.5,17.26M,-2.09%
10/09/2016,556.1,571.1,571.1,537,19.06M,-1.70%
10/02/2016,565.7,539.4,567.3,539,29.55M,0.0577
09/25/2016,534.85,549.95,549.95,516.65,33.35M,-3.29%
09/18/2016,553.05,553.8,562.95,544,30.63M,0.0079
09/11/2016,548.7,551,568.2,544.1,35.61M,-4.28%
09/04/2016,573.25,556.35,598.4,556.35,46.84M,0.0426
08/28/2016,549.85,522.5,555.9,515.4,52.54M,0.0915
08/21/2016,503.75,509.1,515.35,486,40.00M,-1.23%
08/14/2016,510,512.95,517.9,503.3,21.45M,-1.32%
08/07/2016,516.8,518.2,522.6,495.1,28.32M,0.0008
07/31/2016,516.4,506.8,518.7,475.5,33.79M,0.0262
07/24/2016,503.2,505.5,513.35,498.75,26.10M,-0.79%
07/17/2016,507.2,495,508.45,489.7,30.07M,0.0267
07/10/2016,494,472.1,501.7,472.1,37.97M,0.0594
07/03/2016,466.3,467,474.85,454.1,29.19M,0.0183
06/26/2016,457.9,451.8,464.75,433,49.17M,0.0189
06/19/2016,449.4,464.75,489.9,421.25,76.46M,-3.23%
06/12/2016,464.4,451,465.75,436.7,39.92M,0.0163
06/05/2016,456.95,457.8,470.25,450.2,47.96M,0.0066
05/29/2016,453.95,404.8,464.9,401.3,162.25M,0.1239
05/22/2016,403.9,388.55,405,380.1,45.12M,0.0506
05/15/2016,384.45,393.8,396.7,381.6,43.79M,-1.41%
05/08/2016,389.95,400.35,405.2,376.1,50.00M,-2.19%
05/01/2016,398.7,407.95,422,380.1,45.42M,-2.36%
04/24/2016,408.35,417.6,425.25,403.05,30.30M,-2.07%
04/17/2016,417,407.65,420.5,400.65,28.37M,0.0202
04/10/2016,408.75,373.95,411.75,373.9,26.90M,0.1004
04/03/2016,371.45,385.95,391,369,32.98M,-2.16%
03/27/2016,379.65,375.5,393.6,361.5,44.15M,0.007
03/20/2016,377,367.25,381.5,365.75,24.00M,0.0299
03/13/2016,366.05,359.9,370.7,353.3,43.93M,0.0333
03/06/2016,354.25,346.5,355.9,336,29.36M,0.0313
02/28/2016,343.5,303.2,348.75,290.25,57.51M,0.1382
02/21/2016,301.8,320,324.75,296.2,50.11M,-5.15%
02/14/2016,318.2,297.9,324.2,297.7,66.41M,0.0665
02/07/2016,298.35,334.95,334.95,265.8,84.40M,-11.50%
01/31/2016,337.1,338.75,344.7,317.05,37.75M,0.0006
01/24/2016,336.9,345.5,345.5,324.2,37.94M,-0.77%
01/17/2016,339.5,341,357.2,323,48.87M,-0.53%
01/10/2016,341.3,343.9,369.8,339.35,50.36M,-3.41%
01/03/2016,353.35,400,400.1,338.1,42.49M,-12.08%
12/27/2015,401.9,384.9,403,373,30.18M,0.051
12/20/2015,382.4,379.1,384.75,377.2,16.34M,0.011
12/13/2015,378.25,369.75,387,360.5,46.33M,0.0008
12/06/2015,377.95,402.9,406.95,375.3,37.33M,-5.50%
11/29/2015,399.95,419.9,429.6,398.7,37.32M,-4.24%
11/22/2015,417.65,400.35,431.9,396.5,35.07M,0.0367
11/15/2015,402.85,401,413.5,394.2,31.76M,-0.27%
11/08/2015,403.95,374,417.5,373.05,46.95M,0.0197
11/01/2015,396.15,386.1,412.8,380.8,51.31M,0.0291
10/25/2015,384.95,386.45,396.8,382.2,39.54M,0.0051
10/18/2015,383,384,395.75,376.25,38.35M,-0.83%
10/11/2015,386.2,356.5,390.95,351.1,63.47M,0.0835
10/04/2015,356.45,302.5,359.2,302.5,74.86M,0.1971
09/27/2015,297.75,304.4,304.4,279.1,46.31M,-1.86%
09/20/2015,303.4,326.85,334.9,301.6,35.05M,-8.13%
09/13/2015,330.25,348.9,350.9,326.85,31.89M,-4.16%
09/06/2015,344.6,327.8,358.9,316.3,39.36M,0.0672
08/30/2015,322.9,340,348.75,316,38.68M,-5.04%
08/23/2015,340.05,317,342.55,301.6,66.28M,0.023
08/16/2015,332.4,354.4,362.3,327.75,34.45M,-6.43%
08/09/2015,355.25,384,395.3,345.1,53.14M,-9.70%
08/02/2015,393.4,386.35,396,373.2,39.25M,0.0249
07/26/2015,383.85,384.25,390.5,366.1,42.47M,-1.64%
07/19/2015,390.25,399,403.4,385,34.76M,-1.96%
07/12/2015,398.05,406.7,406.7,380.95,46.73M,-0.96%
07/05/2015,401.9,428,435.7,394.25,48.80M,-7.21%
06/28/2015,433.15,428.8,447.4,418.15,27.94M,-1.02%
06/21/2015,437.6,435,447.4,428.1,30.88M,0.0105
06/14/2015,433.05,426,447.5,418.1,35.60M,0.0267
06/07/2015,421.8,435.3,449.4,417.25,45.07M,-4.59%
05/31/2015,442.1,482.9,482.9,434.7,39.75M,-8.21%
05/24/2015,481.65,513,514,463.55,46.09M,-6.41%
05/17/2015,514.65,517.25,524.4,503.55,25.70M,-1.01%
05/10/2015,519.9,522.25,530.95,506.55,22.16M,0.0121
05/03/2015,513.7,511.75,516,482.6,26.91M,0.0107
04/26/2015,508.25,521,533.8,506.75,23.19M,-1.54%
04/19/2015,516.2,543.15,543.15,508.45,21.83M,-3.58%
04/12/2015,535.35,563,563.9,534.15,13.76M,-4.85%
04/05/2015,562.65,563.9,573.5,552.25,18.56M,0.0067
03/29/2015,558.9,531.15,560.39,525.71,13.64M,0.0552
03/22/2015,529.67,542.23,551.88,512.65,27.56M,-2.24%
03/15/2015,541.79,553.12,572.86,535.26,21.17M,-1.92%
03/08/2015,552.42,564.94,567.51,542.38,19.48M,-2.16%
03/01/2015,564.64,591.06,594.62,561.67,18.14M,-0.77%
02/22/2015,569.05,575.82,578.25,551.43,18.40M,-0.82%
02/15/2015,573.75,562.96,586.26,554.7,19.86M,0.0254
02/08/2015,559.55,544.16,565.34,535.56,23.88M,0.0106
02/01/2015,553.66,581.56,605.9,546.34,32.93M,-4.37%
01/25/2015,578.94,589.72,601.25,574.44,25.57M,-0.56%
01/18/2015,582.2,520.91,584.88,517.6,31.05M,0.1192
01/11/2015,520.17,513,530.31,505.82,24.11M,0.0066
01/04/2015,516.76,504.69,520.42,484.01,33.56M,0.0205
12/28/2014,506.37,480,511.91,480,12.88M,0.0549
12/21/2014,480,480.94,496.13,473.87,16.24M,-0.15%
12/14/2014,480.74,489.65,496.47,463.68,24.03M,-2.81%
12/07/2014,494.64,519.53,524.87,487.97,22.29M,-4.83%
11/30/2014,519.77,534.12,534.12,516.46,18.89M,-1.53%
11/23/2014,527.84,525.36,533.28,506.07,26.76M,0.0047
11/16/2014,525.36,514.48,544.86,514.48,24.23M,0.0135
11/09/2014,518.34,525.12,531.2,511.61,17.08M,-1.77%
11/02/2014,527.69,524.97,538.18,515.72,11.86M,-0.47%
10/26/2014,530.16,511.51,532.78,496.92,20.21M,0.0392
10/19/2014,510.18,482.72,514.98,479.46,16.20M,0.0838
10/12/2014,470.75,484.8,495.78,463.03,25.32M,-3.43%
10/05/2014,487.47,497.41,516.95,484.16,20.72M,-2.00%
09/28/2014,497.41,504.69,510.13,493.95,14.46M,-1.64%
09/21/2014,505.68,509.53,536.84,487.12,33.03M,-1.50%
09/14/2014,513.39,506.57,523.39,486.18,26.11M,0.0033
09/07/2014,511.71,502.61,515.42,497.56,34.36M,0.0221
08/31/2014,500.63,520.42,524.87,497.81,36.37M,-3.63%
08/24/2014,519.48,511.51,526.01,491.08,18.23M,0.0264
08/17/2014,506.12,483.86,516.46,483.71,33.96M,0.0556
08/10/2014,479.46,434.93,480.69,432.36,36.34M,0.1194
08/03/2014,428.31,437.61,453.04,425.83,27.77M,-1.61%
07/27/2014,435.33,451.66,465.06,433.35,40.34M,-4.58%
07/20/2014,456.21,471.2,483.02,451.56,20.82M,-2.99%
07/13/2014,470.26,440.28,472.43,437.9,20.08M,0.0658
07/06/2014,441.22,468.97,479.56,439.09,24.08M,-5.01%
06/29/2014,464.47,429.39,469.22,424.5,32.70M,0.0858
06/22/2014,427.76,431.77,444.09,425.54,18.99M,-1.30%
06/15/2014,433.4,431.87,440.28,422.62,24.25M,-0.05%
06/08/2014,433.6,434.84,450.57,430.38,29.10M,-0.19%
06/01/2014,434.44,410.6,435.82,406.19,38.16M,0.0579
05/25/2014,410.65,433.35,448.93,402.73,41.60M,-3.77%
05/18/2014,426.72,451.16,452.94,420.49,32.56M,-4.13%
05/11/2014,445.08,422.86,460.06,421.97,28.71M,0.0523
05/04/2014,422.96,404.21,424.55,404.21,16.79M,0.0307
04/27/2014,410.35,418.61,418.61,399.91,14.45M,-2.01%
04/20/2014,418.76,420.39,430.09,417.82,14.97M,-1.36%
04/13/2014,424.55,421.08,426.03,404.71,15.39M,0.013
04/06/2014,419.1,400.75,433.15,396.6,23.33M,0.0446
03/30/2014,401.2,396.74,413.56,392.44,22.80M,0.0207
03/23/2014,393.08,386.85,400.65,382.55,27.22M,0.0209
03/16/2014,385.02,389.82,393.13,374.73,23.10M,-1.04%
03/09/2014,389.08,400.11,402.33,378.94,23.62M,-3.87%
03/02/2014,404.76,410.6,416.24,400.11,28.12M,-1.88%
02/23/2014,412.52,392.84,413.76,389.37,28.31M,0.0523
02/16/2014,392,387.89,393.58,380.17,31.80M,0.0191
02/09/2014,384.67,361.13,385.86,354.2,43.80M,0.0794
02/02/2014,356.38,343.32,359.15,328.58,40.11M,0.0305
01/26/2014,345.84,359.15,363.6,341.83,35.19M,-5.63%
01/19/2014,366.47,367.11,384.87,364.89,22.09M,0.0019
01/12/2014,365.78,368.7,375.42,362.91,27.62M,0.0074
01/05/2014,363.11,363.6,368.45,359.89,21.67M,0.0119
12/29/2013,358.85,370.18,374.78,356.18,17.50M,-2.47%
12/22/2013,367.95,369.83,374.43,364.09,14.50M,-0.48%
12/15/2013,369.73,364.09,372.5,358.65,33.54M,0.009
12/08/2013,366.42,398.23,398.33,355.19,48.31M,-5.26%
12/01/2013,386.75,393.78,399.56,381.85,30.11M,-1.96%
11/24/2013,394.47,373.2,400.75,373.2,29.95M,0.0656
11/17/2013,370.18,383.88,391.55,368.05,31.24M,-3.33%
11/10/2013,382.94,375.97,384.13,354.3,39.22M,0.0076
11/03/2013,380.07,382.89,396.69,367.31,34.29M,-0.12%
10/27/2013,380.52,373.15,384.87,370.13,28.31M,0.0222
10/20/2013,372.26,375.97,387.35,364.19,29.05M,-0.89%
10/13/2013,375.62,382,389.13,366.67,32.68M,-1.47%
10/06/2013,381.21,346.29,385.47,339.85,52.58M,0.1007
09/29/2013,346.33,334.51,360.93,326.5,29.32M,0.0292
09/22/2013,336.49,334.07,343.76,327.59,30.95M,0.0052
09/15/2013,334.76,335.4,351.08,321.4,38.48M,0.0129
09/08/2013,330.5,316.7,349.6,316.7,41.07M,0.0511
09/01/2013,314.43,292.86,320.91,288.95,36.76M,0.062
08/25/2013,296.07,298.3,305.72,283.26,39.73M,-0.57%
08/18/2013,297.76,303.94,305.47,275.59,48.66M,-4.14%
08/11/2013,310.62,279.01,320.96,273.12,57.74M,0.1261
08/04/2013,275.84,287.17,298.79,268.92,50.29M,-4.01%
07/28/2013,287.37,284.94,294.49,275.05,26.92M,0.0017
07/21/2013,286.87,290.88,300.03,284.25,30.12M,-1.60%
07/14/2013,291.52,287.71,294.44,277.77,29.39M,0.0073
07/07/2013,289.4,285.83,291.18,277.82,39.22M,-1.25%
06/30/2013,293.06,275.05,295.13,274.06,38.40M,0.053
06/23/2013,278.31,281.98,284.6,260.31,62.60M,-2.00%
06/16/2013,284,293.65,297.41,279.16,42.55M,-3.29%
06/09/2013,293.65,298.35,300.58,277.13,38.55M,-1.69%
06/02/2013,298.7,306.46,314.43,294.84,33.15M,-3.64%
05/26/2013,309.97,283.56,316.11,282.12,45.51M,0.0875
05/19/2013,285.04,302.36,312.84,279.85,40.13M,-5.03%
05/12/2013,300.13,302.41,308.64,292.26,31.40M,-1.84%
05/05/2013,305.77,281.98,306.71,279.85,33.08M,0.0821
04/28/2013,282.57,291.52,297.81,281.53,30.93M,-3.61%
04/21/2013,293.16,280.24,294.84,274.06,28.94M,0.0491
04/14/2013,279.45,267.53,281.38,260.01,35.10M,0.0265
04/07/2013,272.23,255.11,278.41,250.51,46.63M,0.0782
03/31/2013,252.49,264.12,265.9,249.13,47.47M,-5.18%
03/24/2013,266.29,270.55,274.95,263.52,32.58M,-0.44%
03/17/2013,267.48,286.82,286.92,262.29,50.04M,-7.13%
03/10/2013,288.01,301.17,304.68,286.92,41.33M,-4.18%
03/03/2013,300.58,285.93,308.14,282.72,54.70M,0.0534
02/24/2013,285.34,293.65,298.05,277.57,54.42M,-1.54%
02/17/2013,289.79,301.42,305.97,286.77,36.98M,-3.79%
02/10/2013,301.22,286.92,308.69,284.94,41.98M,0.0668
02/03/2013,282.37,289.94,293.75,281.04,40.14M,0.0133
01/27/2013,278.66,297.81,312.55,265.4,56.50M,-6.43%
01/20/2013,297.81,325.61,326.5,278.81,69.74M,-8.38%
01/13/2013,325.06,327.73,330.11,315.12,41.82M,-0.56%
01/06/2013,326.89,314.43,333.82,309.28,49.05M,0.0476
12/30/2012,312.05,306.22,318.34,306.22,29.62M,0.0172
12/23/2012,306.76,298.2,310.67,293.95,35.71M,0.0356
12/16/2012,296.22,289.79,305.92,288.01,48.42M,0.025
12/09/2012,289,280.34,291.08,270.3,58.50M,0.0362
12/02/2012,278.91,270.1,284.45,266.44,50.84M,0.0309
11/25/2012,270.55,259.22,280.99,258.97,108.26M,0.0497
11/18/2012,257.74,262.43,267.48,253.28,35.14M,-1.70%
11/11/2012,262.19,275.99,280.89,260.21,28.77M,-5.56%
11/04/2012,277.62,267.13,282.47,262.29,59.28M,0.0391
10/28/2012,267.18,259.32,269.11,242.4,45.40M,0.0327
10/21/2012,258.72,264.66,265.85,256.35,18.91M,-2.79%
10/14/2012,266.15,267.78,270.5,258.23,32.75M,-0.83%
10/07/2012,268.37,278.46,280.69,262.39,38.61M,-3.31%
09/30/2012,277.57,265.16,279.5,217.12,43.70M,0.0486
09/23/2012,264.71,271.88,276.93,255.86,47.35M,-2.87%
09/16/2012,272.53,273.37,286.23,264.91,61.21M,0.0191
09/09/2012,267.43,242.6,269.11,240.03,56.24M,0.111
09/02/2012,240.72,233.69,241.56,222.66,43.92M,0.0384
08/26/2012,231.81,243.29,244.08,227.36,36.08M,-4.78%
08/19/2012,243.44,238.54,247.25,238.54,38.02M,0.0244
08/12/2012,237.65,228.65,240.72,221.33,42.60M,0.0356
08/05/2012,229.49,224.1,243.39,223.7,75.88M,0.0498
07/29/2012,218.61,214.1,227.26,213.06,43.95M,0.0381
07/22/2012,210.59,218.56,218.65,200.9,46.35M,-4.72%
07/15/2012,221.03,234.98,235.77,216.08,43.27M,-5.32%
07/08/2012,233.45,235.67,245.76,231.76,49.52M,-1.95%
07/01/2012,238.1,237.21,241.11,232.06,53.19M,-0.74%
06/24/2012,239.88,245.76,249.23,230.28,53.86M,-1.88%
06/17/2012,244.48,240.42,248.53,231.76,66.57M,0.0283
06/10/2012,237.75,238.44,241.41,223.21,62.39M,0.0046
06/03/2012,236.66,218.01,237.4,214.94,85.43M,0.0652
05/27/2012,222.17,267.83,280.1,220.19,123.76M,-16.54%
05/20/2012,266.19,257.44,268.92,254.17,38.53M,0.0352
05/13/2012,257.14,295.83,297.46,253.28,66.18M,-12.64%
05/06/2012,294.34,294.74,306.71,284.05,50.14M,-1.43%
04/29/2012,298.6,306.71,314.13,292.17,36.86M,-3.47%
04/22/2012,309.33,313.14,316.5,304.43,35.35M,-1.26%
04/15/2012,313.29,286.67,317.35,283.81,68.34M,0.0945
04/08/2012,286.23,274.06,291.47,270.8,35.70M,0.0386
04/01/2012,275.59,276.93,279.01,272.38,21.15M,0.012
03/25/2012,272.33,269.81,273.66,262.98,45.80M,0.0093
03/18/2012,269.81,284.5,289.4,261.3,78.03M,-4.88%
03/11/2012,283.66,280,294.69,274.11,58.40M,0.0216
03/04/2012,277.67,264.17,278.96,259.62,46.26M,0.0486
02/26/2012,264.81,265.06,275.84,252.64,63.00M,0.0083
02/19/2012,262.63,272.28,273.07,260.41,64.85M,-3.10%
02/12/2012,271.04,254.57,289.59,251.06,109.93M,0.0645
02/05/2012,254.62,247.84,259.12,242.94,67.53M,0.0392
01/29/2012,245.02,235.67,250.02,228.94,82.75M,0.0325
01/22/2012,237.3,218.56,238.84,214.2,72.20M,0.0947
01/15/2012,216.77,203.81,219.05,201.79,95.52M,0.0493
01/08/2012,206.58,199.71,210.94,196.1,70.54M,0.0255
01/01/2012,201.44,179.03,203.57,176.9,83.99M,0.1394
12/25/2011,176.8,184.03,186.65,174.92,41.79M,-3.38%
12/18/2011,182.99,170.17,185.36,167.45,79.92M,0.0728
12/11/2011,170.57,185.06,185.81,165.72,78.01M,-5.79%
12/04/2011,181.06,188.82,193.67,178.19,51.42M,-4.63%
11/27/2011,189.86,172.65,190.7,167.75,76.70M,0.1166
11/20/2011,170.03,167.45,177.89,158.45,91.60M,0.0091
11/13/2011,168.49,182.1,183.53,165.18,80.89M,-6.14%
11/06/2011,179.52,187.49,189.91,178.58,45.13M,-3.54%
10/30/2011,186.1,203.32,203.32,183.43,97.60M,-9.05%
10/23/2011,204.61,180.71,205.79,180.71,52.01M,0.1608
10/16/2011,176.26,181.06,189.17,175.27,78.09M,-1.06%
10/09/2011,178.14,157.31,187.98,157.21,104.85M,0.1313
10/02/2011,157.46,152.37,158.65,143.21,50.60M,0.0199
09/25/2011,154.39,145.93,161.17,140.74,66.30M,0.0626
09/18/2011,145.29,158.3,165.13,144.45,75.77M,-9.27%
09/11/2011,160.13,144.4,161.76,136.09,86.18M,0.0579
09/04/2011,151.36,148.01,156.92,146.69,67.95M,0.0135
08/28/2011,149.35,140.89,151.04,140.49,54.01M,0.0805
08/21/2011,138.22,141.57,147.79,137.25,91.73M,-1.94%
08/14/2011,140.96,160.7,162.24,138.94,65.43M,-10.95%
08/07/2011,158.3,172.36,172.55,155.15,102.96M,-10.07%
07/31/2011,176.03,188.97,191.34,172.15,54.14M,-6.17%
07/24/2011,187.61,196.69,200.47,186,40.55M,-4.90%
07/17/2011,197.27,204.8,207.07,190.51,51.42M,-3.50%
07/10/2011,204.42,208.56,214,198.87,44.25M,-1.99%
07/03/2011,208.56,199.66,212.58,198.57,57.67M,0.0596
06/26/2011,196.83,189.37,200.4,188.03,57.39M,0.0292
06/19/2011,191.24,194.22,194.7,183.15,65.54M,-1.48%
06/12/2011,194.11,201.04,201.59,192.77,60.24M,-3.79%
06/05/2011,201.76,200.15,206.51,198.55,57.33M,-0.41%
05/29/2011,202.59,216.67,218,200.7,79.69M,-5.97%
05/22/2011,215.46,228.35,232.51,214.1,79.87M,-6.83%
05/15/2011,231.25,237.45,241.37,225.99,50.19M,-3.50%
05/08/2011,239.64,237.26,244.22,231.3,42.55M,0.0093
05/01/2011,237.44,245.66,246.16,223.8,41.10M,-2.98%
04/24/2011,244.74,244.61,256.58,240.22,29.23M,-0.56%
04/17/2011,246.11,244.86,249.88,235.15,32.51M,0.0064
04/10/2011,244.55,244.97,251.11,238.42,25.24M,-1.39%
04/03/2011,248,245.37,257.97,244.77,44.20M,0.0093
03/27/2011,245.72,235.87,249.5,235.36,49.12M,0.0489
03/20/2011,234.26,223.42,235.85,220.67,43.07M,0.0594
03/13/2011,221.12,228.55,233.44,220.24,47.59M,-3.88%
03/06/2011,230.05,228.55,232.8,221.82,54.92M,-1.12%
02/27/2011,232.65,220.63,236.36,208.76,90.62M,0.0586
02/20/2011,219.78,238.44,239.17,205.53,96.44M,-7.87%
02/13/2011,238.55,236.17,248.91,235.84,73.42M,0.055
02/06/2011,226.11,225.8,231.52,208.27,91.27M,-0.71%
01/30/2011,227.73,220.63,235.46,210.34,100.13M,0.0005
01/23/2011,227.62,234.96,237.35,222.02,55.89M,-3.12%
01/16/2011,234.96,234.97,239.15,228.65,61.32M,0.0042
01/09/2011,233.97,235.67,246.74,225.69,116.04M,-0.65%
01/02/2011,235.51,262.72,264.17,229.54,61.09M,-9.03%
12/26/2010,258.89,258.03,261.38,247.74,65.88M,0.0017
12/19/2010,258.46,263.57,271.98,257.66,64.27M,-3.03%
12/12/2010,266.54,248.53,270.78,247.98,73.31M,0.0797
12/05/2010,246.87,262.19,273.47,239.83,156.35M,-5.10%
11/28/2010,260.15,230.71,266.48,226.57,117.95M,0.1271
11/21/2010,230.81,238.64,249.46,225.18,91.22M,-1.90%
11/14/2010,235.28,246.75,250.41,232.78,74.87M,-4.59%
11/07/2010,246.6,247.35,266.74,245.68,98.32M,0.001
10/31/2010,246.35,233.42,247.76,226.58,48.17M,0.0742
10/24/2010,229.34,228.61,239.43,225.8,59.16M,0.0088
10/17/2010,227.33,226.57,235.08,224.05,54.62M,-0.63%
10/10/2010,228.76,221.23,236.46,218.85,64.01M,0.0482
10/03/2010,218.25,222.79,227.74,216.28,66.22M,-1.01%
09/26/2010,220.47,215.79,228.55,211.04,90.10M,0.0385
09/19/2010,212.3,205.78,219.45,205.2,72.75M,0.0361
09/12/2010,204.9,202.07,213.51,201.3,106.88M,0.0203
09/05/2010,200.82,201.76,209.85,199.59,41.82M,0.0011
08/29/2010,200.6,198.67,204.2,193.96,79.76M,0.0232
08/22/2010,196.06,201.81,203.06,194.53,82.32M,-2.41%
08/15/2010,200.91,201.21,209.45,196.43,103.37M,0.0019
08/08/2010,200.53,177.83,204.8,175.56,239.26M,0.134
08/01/2010,176.84,168.98,178.45,165.23,83.04M,0.056
07/25/2010,167.47,166.41,172,161.88,66.74M,0.0095
07/18/2010,165.9,163.64,167.59,160.08,53.88M,0.0072
07/11/2010,164.71,153.75,165.4,152.82,92.70M,0.0801
07/04/2010,152.5,151.37,154.29,148.09,70.19M,0.0056
06/27/2010,151.65,152.37,157.08,150.15,68.64M,-0.33%
06/20/2010,152.15,160.08,162.92,151.52,85.42M,-4.10%
