Date,Price,Open,High,Low,Vol.,Change %
06/13/2010,158.66,151.97,160.68,148.29,104.79M,0.0482
06/06/2010,151.36,149.6,152.94,143.1,139.49M,-0.86%
05/30/2010,152.68,149.18,153.52,142.58,117.57M,0.0295
05/23/2010,148.31,142.47,153.1,132.58,162.73M,0.0559
05/16/2010,140.46,159.69,159.69,133.86,164.50M,-13.04%
05/09/2010,161.52,156.72,165.6,151.49,100.79M,0.0702
05/02/2010,150.93,172.35,174.67,150.01,114.50M,-12.59%
04/25/2010,172.67,167.6,173.84,138.51,130.84M,0.0333
04/18/2010,167.1,151.62,169.13,151.06,146.49M,0.0761
04/11/2010,155.28,160.27,160.27,150.6,126.64M,-3.08%
04/04/2010,160.21,154.97,161.14,149.6,88.82M,0.0411
03/28/2010,153.88,149.02,154.34,145.45,90.42M,0.0372
03/21/2010,148.36,153.75,154.99,141.33,122.69M,-4.33%
03/14/2010,155.07,149.4,157.46,148.8,71.02M,0.03
03/07/2010,150.56,158.3,161.69,150.16,132.13M,-4.20%
02/28/2010,157.16,142.47,164.18,142.47,148.52M,0.1167
02/21/2010,140.73,140.49,142.6,130.87,88.82M,0.0163
02/14/2010,138.47,137.31,142.87,134.66,59.42M,0.0174
02/07/2010,136.1,133.58,137.33,125.4,54.28M,0.0232
01/31/2010,133.01,136.08,146.43,130.23,94.20M,-3.20%
01/24/2010,137.4,153.99,154.94,132.87,72.56M,-10.76%
01/17/2010,153.96,157.05,162.02,149.2,62.49M,-2.40%
01/10/2010,157.75,158.1,158.99,152.78,67.67M,0.0094
01/03/2010,156.28,156.3,167.15,153.25,105.78M,-0.22%
12/27/2009,156.63,155.33,158.22,152.56,57.60M,0.0151
12/20/2009,154.3,145.84,155.9,142.55,59.16M,0.0625
12/13/2009,145.23,140.49,146.42,135.45,86.44M,0.031
12/06/2009,140.87,139.7,144.23,137.55,66.92M,0.0033
11/29/2009,140.4,126.21,147.21,124.88,134.30M,0.1276
11/22/2009,124.51,127.91,131.29,120.71,96.57M,-1.98%
11/15/2009,127.02,123.08,129.99,121.79,86.94M,0.0355
11/08/2009,122.67,113.56,125.95,111.76,127.90M,0.0877
11/01/2009,112.78,111.5,116.5,107.68,95.90M,0.0047
10/25/2009,112.25,105.66,113.76,102.6,233.47M,0.0717
10/18/2009,104.74,112.83,117.14,103.99,78.64M,-8.63%
10/11/2009,114.63,108.52,116.98,106.66,87.44M,0.0617
10/04/2009,107.97,97.95,118.73,97.95,114.25M,-5.91%
09/27/2009,114.75,117.76,120.11,114.19,35.68M,-2.28%
09/20/2009,117.43,118.62,122.86,116.77,77.63M,-1.08%
09/13/2009,118.71,104.57,122.63,104.57,140.30M,0.0902
09/06/2009,108.89,100.98,114.31,100.78,180.08M,0.0826
08/30/2009,100.58,95.39,104.96,94.1,183.40M,0.0364
08/23/2009,97.05,87.07,100.07,86.73,158.27M,0.1331
08/16/2009,85.65,88.28,91.22,82.62,131.27M,-7.42%
08/09/2009,92.51,83.31,94.21,77.81,239.52M,0.1273
08/02/2009,82.06,83.7,97.43,73.65,238.09M,-1.63%
07/26/2009,83.42,73.91,84.1,70.56,231.28M,0.1307
07/19/2009,73.78,63.32,74.72,61.17,119.85M,0.1807
07/12/2009,62.49,53.21,62.93,50.28,93.90M,0.1672
07/05/2009,53.54,60.15,60.89,52.53,114.70M,-10.05%
06/28/2009,59.52,67.08,67.28,56.61,158.50M,-11.60%
06/21/2009,67.33,69.85,72.19,63.64,111.21M,-1.54%
06/14/2009,68.38,69.65,70.18,62.9,79.88M,-3.27%
06/07/2009,70.69,78.12,79.72,69.45,108.91M,-8.21%
05/31/2009,77.01,68.98,79.88,65.96,137.48M,0.1553
05/24/2009,66.66,68.86,69.85,63.72,118.66M,-2.57%
05/17/2009,68.42,56.4,74.18,53.64,159.96M,0.3035
05/10/2009,52.49,53.82,54.42,48.78,80.51M,-1.28%
05/03/2009,53.17,49.51,55.11,48.92,124.09M,0.1022
04/26/2009,48.24,51.05,51.42,43.96,85.96M,-3.85%
04/19/2009,50.17,45.73,50.56,45.2,151.39M,0.0752
04/12/2009,46.66,45.31,58.35,45.13,202.89M,0.0397
04/05/2009,44.88,41.3,47.43,38.98,123.53M,0.1136
03/29/2009,40.3,36.61,41.23,33.39,170.73M,0.0781
03/22/2009,37.38,32.65,38.19,30.69,211.38M,0.174
03/15/2009,31.84,32.4,36.39,31.5,128.23M,-0.50%
03/08/2009,32,27.7,32.45,26.75,50.00M,0.1662
03/01/2009,27.44,28.91,30.45,26.74,74.60M,-7.11%
02/22/2009,29.54,26.42,31.02,25.73,84.36M,0.116
02/15/2009,26.47,27.56,28.27,25.33,34.98M,-2.90%
02/08/2009,27.26,27.7,28.51,26.42,47.21M,0.0018
02/01/2009,27.21,29.3,29.3,25.57,53.51M,-8.11%
01/25/2009,29.61,27.64,30.87,26.94,31.33M,0.1082
01/18/2009,26.72,30.47,30.64,25.77,47.76M,-11.73%
01/11/2009,30.27,33.03,33.21,28.69,44.35M,-7.71%
01/04/2009,32.8,36.61,37.4,31.11,52.11M,-5.86%
12/28/2008,34.84,30.77,36.09,28.61,58.51M,0.1308
12/21/2008,30.81,35.42,37.97,30.53,44.33M,-12.99%
12/14/2008,35.41,31.06,36.85,30.52,65.30M,0.1671
12/07/2008,30.34,31.42,34.22,28.89,57.65M,0.0013
11/30/2008,30.3,27.41,31.58,24.78,52.23M,0.1185
11/23/2008,27.09,26.32,28,25.37,33.72M,0.0293
11/16/2008,26.32,27.7,29.09,24.7,55.71M,-3.06%
11/09/2008,27.15,31.67,33.94,26.86,54.14M,-13.04%
11/02/2008,31.22,36.37,40.53,29.68,107.43M,-6.94%
10/26/2008,33.55,32.27,35.16,25.92,49.16M,0.0429
10/19/2008,32.17,49.49,52.32,31.66,41.76M,-33.22%
10/12/2008,48.17,59.36,62.33,47.49,37.93M,-16.73%
10/05/2008,57.85,64.69,70.97,52.08,28.35M,-11.54%
09/28/2008,65.4,70.3,78.07,64.31,21.29M,-11.75%
09/21/2008,74.11,84.1,85.01,72.25,27.25M,-11.52%
09/14/2008,83.76,81.75,86.27,72.27,23.49M,0.0246
09/07/2008,81.75,85.78,85.78,79.94,25.27M,0.0158
08/31/2008,80.48,83.34,85.2,79.91,23.62M,-4.62%
08/24/2008,84.38,82.79,85.07,78.08,25.84M,0.0305
08/17/2008,81.88,83.28,85.26,78.55,16.46M,-1.08%
08/10/2008,82.77,87.12,87.56,81.43,10.98M,-1.97%
08/03/2008,84.43,75.73,86.06,74.58,24.15M,0.1149
07/27/2008,75.73,81.81,83.34,74.91,21.75M,-7.28%
07/20/2008,81.68,80.83,86.54,77.29,15.51M,0.0105
07/13/2008,80.83,76.6,83.33,73.67,12.97M,0.054
07/06/2008,76.69,75.1,79.47,71.56,22.22M,0.0001
06/29/2008,76.68,82.58,84.68,73.19,14.52M,-9.93%
06/22/2008,85.13,93.81,95.25,83.34,23.91M,-9.25%
06/15/2008,93.81,98.09,103.07,92.6,15.49M,-5.14%
06/08/2008,98.89,103.46,103.46,91.39,24.97M,-4.45%
06/01/2008,103.5,111.12,114.76,100.68,24.97M,-6.17%
05/25/2008,110.3,121.95,123.76,109.61,30.44M,-9.70%
05/18/2008,122.15,128.65,133.16,121.05,10.05M,-5.10%
05/11/2008,128.71,130.28,130.28,125.01,18.53M,0.0037
05/04/2008,128.24,134.11,134.11,126.5,21.92M,-3.21%
04/27/2008,132.49,123.39,133.16,120.13,12.87M,0.0817
04/20/2008,122.48,118.79,125.63,118.4,14.06M,0.0353
04/13/2008,118.3,118.21,121.45,115.4,11.54M,-0.80%
04/06/2008,119.26,117.83,122.81,117.68,24.07M,0.0159
03/30/2008,117.39,122.81,124.53,115.63,22.76M,-5.16%
03/23/2008,123.78,124.91,132.96,120.39,51.12M,-0.71%
03/16/2008,124.66,119.74,125.49,114.38,16.80M,0.0204
03/09/2008,122.17,128.84,134.06,117.19,23.59M,-5.08%
03/02/2008,128.71,134.18,136.4,126.07,14.57M,-4.08%
02/24/2008,134.18,134.13,137.55,131.49,26.22M,0.0061
02/17/2008,133.36,138.72,144.65,132.2,16.16M,-7.42%
02/10/2008,144.05,135.51,144.84,131.24,14.47M,0.0576
02/03/2008,136.21,146.57,150.94,133.55,18.62M,-5.65%
01/27/2008,144.36,135.07,145.61,128.37,24.18M,0.0605
01/20/2008,136.12,136.8,137.56,101.64,31.82M,-0.53%
01/13/2008,136.85,146.55,151.36,135.32,26.50M,-6.40%
01/06/2008,146.2,150.02,154.77,141.04,45.37M,-2.38%
12/30/2007,149.76,142.54,157.89,140.44,41.69M,0.0717
12/23/2007,139.74,139.29,145.61,131.81,16.12M,0.027
12/16/2007,136.06,142.51,143.64,130.51,25.68M,-4.66%
12/09/2007,142.71,147.91,150.94,141.39,20.42M,-2.92%
12/02/2007,147.01,141.01,150.19,139.55,23.28M,0.0476
11/25/2007,140.33,137.96,142.54,135.07,31.97M,0.0254
11/18/2007,136.86,135.07,141.62,129.93,21.67M,0.0247
11/11/2007,133.56,131.62,140.21,128.96,19.08M,0.0033
11/04/2007,133.12,143.69,143.69,131.62,15.65M,-7.95%
10/28/2007,144.61,156.49,160.32,138.9,47.92M,-6.21%
10/21/2007,154.19,149.25,156.49,145.61,32.71M,0.025
10/14/2007,150.43,154.61,160.38,141.97,29.95M,-2.26%
10/07/2007,153.91,149.47,161.3,142.74,43.76M,0.0312
09/30/2007,149.26,154.61,155.11,144.1,31.08M,0.0028
09/23/2007,148.85,143.65,157.49,138.23,43.66M,0.0485
09/16/2007,141.97,133.73,143.27,131.92,24.34M,0.0681
09/09/2007,132.92,131.53,135.05,130.47,19.03M,-0.20%
09/02/2007,133.18,134.88,137.56,130.67,28.51M,-0.94%
08/26/2007,134.45,127.47,136.22,123.58,50.33M,0.0688
08/19/2007,125.8,126.45,127.79,117.45,52.78M,0.0241
08/12/2007,122.84,129.32,133.83,122.31,26.11M,-4.22%
08/05/2007,128.25,124.53,130.28,120.93,29.42M,0.0199
07/29/2007,125.75,138.04,138.04,123.88,48.59M,-6.12%
07/22/2007,133.95,147.52,149.44,133.16,41.65M,-8.92%
07/15/2007,147.07,150.59,159.02,140.15,41.21M,0.0007
07/08/2007,146.96,136.23,147.93,136.23,38.70M,0.0785
07/01/2007,136.26,128.27,137.56,127.64,34.09M,0.0612
06/24/2007,128.4,131.24,132.29,126.4,22.01M,-2.07%
06/17/2007,131.11,126.07,133.73,123.17,48.99M,0.0522
06/10/2007,124.61,129.53,131.24,110.16,50.11M,-0.28%
06/03/2007,124.96,142.74,142.74,123.87,56.18M,-12.80%
05/27/2007,143.3,139.86,146.45,139.52,38.57M,0.0289
05/20/2007,139.28,141.97,142.74,124.13,42.67M,-2.00%
05/13/2007,142.12,139.61,145.03,135.86,29.72M,0.0359
05/06/2007,137.2,140.82,142.35,132.2,32.43M,-2.10%
04/29/2007,140.15,141.81,149.44,139.09,26.06M,-2.38%
04/22/2007,143.57,139.8,151.33,136.99,49.07M,0.0366
04/15/2007,138.5,140.82,145.9,134.92,37.02M,-0.47%
04/08/2007,139.15,132.2,140.05,132.2,40.95M,0.0586
04/01/2007,131.45,136.22,136.22,126.65,48.89M,-5.78%
03/25/2007,139.52,142.74,151.53,133.85,54.56M,-7.77%
03/18/2007,151.27,143.88,155.38,143.31,28.13M,0.0552
03/11/2007,143.36,145.08,149.19,135.79,28.44M,-1.17%
03/04/2007,145.06,148.31,149.9,136.43,55.01M,-2.36%
02/25/2007,148.56,157.1,162.63,144.72,37.60M,-5.09%
02/18/2007,156.53,168.6,170.32,152.31,27.52M,-6.02%
02/11/2007,166.55,178.18,178.18,159.6,40.35M,-3.95%
02/04/2007,173.4,175.11,178.18,169.58,21.24M,-0.53%
01/28/2007,174.32,177.6,178.18,166.3,20.64M,-1.92%
01/21/2007,177.73,182.97,185.8,173.7,30.66M,-2.43%
01/14/2007,182.15,181.96,186.8,178.18,28.16M,0.0101
01/07/2007,180.33,179.14,181.03,171.5,37.92M,0.0041
12/31/2006,179.6,172.83,189.37,171.5,33.37M,0.0409
12/24/2006,172.55,166.66,177.21,163.24,27.22M,0.0471
12/17/2006,164.79,164.98,171.63,158.7,36.52M,0.0022
12/10/2006,164.43,166.65,166.65,144.65,34.15M,-0.99%
12/03/2006,166.07,161.99,171.67,161.99,39.86M,0.0284
11/26/2006,161.48,158.91,173.01,153.78,34.43M,0.021
11/19/2006,158.16,155.38,161.59,151.02,29.34M,0.0182
11/12/2006,155.34,157.87,160.91,154.42,30.69M,-0.91%
11/05/2006,156.76,156.53,159.19,151.84,53.21M,0.0035
10/29/2006,156.22,171.09,172.34,154.65,61.52M,-8.04%
10/22/2006,169.87,169.56,171.28,165.92,10.87M,-0.22%
10/15/2006,170.24,175.31,176.38,168.85,18.59M,-2.59%
10/08/2006,174.77,170.9,175.78,162.85,22.94M,0.0213
10/01/2006,171.13,165.09,172.81,163.88,36.98M,0.0366
09/24/2006,165.09,160.55,166.01,160.53,35.65M,0.031
09/17/2006,160.13,166.66,167.45,157.49,35.77M,-3.90%
09/10/2006,166.62,172.62,172.8,155.43,35.14M,-3.32%
09/03/2006,172.34,166.68,173.54,166.68,32.92M,0.0425
08/27/2006,165.31,161.32,166.88,160.47,27.67M,0.0126
08/20/2006,163.25,162.85,166.3,160.62,46.39M,0.0025
08/13/2006,162.84,152.51,164.17,151.65,39.41M,0.076
08/06/2006,151.34,146.51,155.42,142.16,37.79M,0.0409
07/30/2006,145.4,141.2,151.17,137.95,33.35M,0.0416
07/23/2006,139.59,127.42,143.5,124.94,60.85M,0.0834
07/16/2006,128.84,141.74,141.74,125.56,52.79M,-9.06%
07/09/2006,141.67,148.87,151.68,140.82,47.02M,-4.07%
07/02/2006,147.68,153.66,155.3,146.39,50.01M,-3.03%
06/25/2006,152.29,143.96,157.26,138.16,58.63M,0.0228
06/18/2006,148.9,140.82,152.97,139.09,54.04M,0.0725
06/11/2006,138.83,145.99,145.99,124.58,62.19M,-4.29%
06/04/2006,145.06,152.51,155.73,136.06,54.96M,-4.14%
05/28/2006,151.33,156.34,159.86,140.05,49.97M,-2.94%
05/21/2006,155.91,163.04,175.88,131.81,72.27M,-3.68%
05/14/2006,161.86,184.5,187.76,153.85,73.36M,-12.29%
05/07/2006,184.53,186.23,191.17,179.14,43.27M,-0.55%
04/30/2006,185.55,182.97,188.68,180.13,31.96M,0.0442
04/23/2006,177.69,188.51,188.7,148.48,35.28M,-5.26%
04/16/2006,187.55,173.39,188.51,173.39,48.59M,0.0791
04/09/2006,173.8,178.12,182.74,168.6,25.60M,-2.21%
04/02/2006,177.72,179.52,186.81,174.35,38.60M,-0.45%
03/26/2006,178.53,175.11,179.52,171.86,36.74M,0.025
03/19/2006,174.18,180.1,181.44,171.67,52.73M,-3.07%
03/12/2006,179.69,173.39,180.83,168.6,67.14M,0.0467
03/05/2006,171.67,174.35,180.45,161.57,93.53M,-0.99%
02/26/2006,173.38,150.42,174.35,149.46,85.91M,0.1545
02/19/2006,150.18,148.29,153.27,147.15,49.21M,0.0136
02/12/2006,148.17,145.23,155.57,143.69,74.83M,0.0255
02/05/2006,144.49,137.35,147.62,136.45,51.72M,0.0498
01/29/2006,137.63,133.16,140.63,131.14,60.05M,0.0399
01/22/2006,132.35,125.99,133.52,122.85,33.29M,0.0453
01/15/2006,126.62,124.44,127.36,116.54,31.54M,0.0267
01/08/2006,123.33,123.58,125.82,119.17,33.27M,-0.52%
01/01/2006,123.98,125.88,130.09,122.26,33.75M,-0.97%
12/25/2005,125.19,122.04,127.5,119.2,74.08M,0.022
12/18/2005,122.49,119.01,123.33,117.08,66.06M,0.0327
12/11/2005,118.61,110.55,121.85,110.55,79.79M,0.0745
12/04/2005,110.39,108.8,110.91,104.51,45.45M,0.0153
11/27/2005,108.73,109.97,112.96,104.99,69.46M,-1.08%
11/20/2005,109.92,105.56,110.24,84.49,50.14M,0.0509
11/13/2005,104.6,97.71,104.99,97.1,44.34M,0.0629
11/06/2005,98.41,92.59,98.86,92.59,60.09M,0.0684
10/30/2005,92.11,89.09,93.5,88.55,25.02M,0.0415
10/23/2005,88.44,98.67,100.67,87.43,68.45M,-9.99%
10/16/2005,98.26,102.52,104.03,93.91,74.89M,-4.04%
10/09/2005,102.4,105.32,107.75,101.77,36.80M,-2.17%
10/02/2005,104.67,102.5,110.45,102.5,57.11M,0.0226
09/25/2005,102.36,99.35,105.28,97.9,60.39M,0.0427
09/18/2005,98.17,100.3,102.85,94.55,40.98M,-2.18%
09/11/2005,100.36,98.61,101.71,96.81,45.49M,0.0228
09/04/2005,98.12,94.65,98.79,93.71,29.57M,0.0394
08/28/2005,94.4,90.62,95.57,86.47,39.90M,0.0424
08/21/2005,90.56,94.78,94.78,88.99,31.44M,-3.66%
08/14/2005,94,95.8,96.94,93.11,31.16M,-1.75%
08/07/2005,95.67,96.75,97.46,89.5,69.20M,-0.67%
07/31/2005,96.32,92.67,101.81,92.11,87.72M,0.0454
07/24/2005,92.14,91.2,94.17,88.51,26.93M,0.0199
07/17/2005,90.34,89.01,91.96,87.84,28.32M,0.0167
07/10/2005,88.86,83.63,90.6,83.56,43.39M,0.066
07/03/2005,83.36,82.58,86.54,80.97,45.35M,0.0165
06/26/2005,82.01,81.43,85.55,79.51,41.82M,-0.63%
06/19/2005,82.53,80.54,83.04,79.1,45.27M,0.027
06/12/2005,80.36,81.03,82.19,79.71,27.45M,-0.79%
06/05/2005,81,83.96,84.66,80.78,31.23M,-3.56%
05/29/2005,83.99,84.49,85.22,82.44,34.67M,-0.58%
05/22/2005,84.48,82.79,86.88,82.38,38.27M,0.0204
05/15/2005,82.79,82.96,87.06,82.31,50.92M,-0.08%
05/08/2005,82.86,81.43,84.15,81.27,38.96M,0.0168
05/01/2005,81.49,79.7,82.19,78.74,44.27M,0.0287
04/24/2005,79.22,84.68,85.83,78.74,50.14M,-5.40%
04/17/2005,83.74,78.17,85.64,76.66,51.18M,0.0658
04/10/2005,78.57,79.51,82.25,78.1,51.91M,-2.99%
04/03/2005,80.99,82.86,83.15,77.61,61.97M,-2.42%
03/27/2005,83,80.43,83.34,77.21,77.58M,0.0411
03/20/2005,79.72,88.48,88.78,78.65,46.69M,-9.73%
03/13/2005,88.31,88.73,89.97,85.55,47.40M,-0.30%
03/06/2005,88.58,94.44,94.44,87.98,56.54M,-5.14%
02/27/2005,93.38,91.2,93.75,88.18,55.85M,0.0366
02/20/2005,90.08,93.59,93.59,89.28,48.58M,-1.77%
02/13/2005,91.7,97.14,98.25,79.4,55.11M,-5.04%
02/06/2005,96.57,94.26,96.94,93.15,60.95M,0.0276
01/30/2005,93.98,95.41,97.31,92.57,74.27M,-0.30%
01/23/2005,94.26,90.91,94.45,87.58,44.78M,0.0411
01/16/2005,90.54,92.35,92.62,87.17,50.59M,-2.18%
01/09/2005,92.56,95.18,95.6,88.18,56.00M,-1.96%
01/02/2005,94.41,97.69,100.77,91.96,70.60M,-2.47%
12/26/2004,96.8,97.73,99.21,94.91,46.27M,-1.35%
12/19/2004,98.12,94.17,98.86,93.35,54.59M,0.0374
12/12/2004,94.58,92.69,96.94,91.27,68.40M,0.0209
12/05/2004,92.64,95.41,96.35,90.62,75.16M,-1.86%
11/28/2004,94.4,88.9,96.34,88.72,79.05M,0.0551
11/21/2004,89.47,83.53,90.33,81.04,51.18M,0.0715
11/14/2004,83.5,83.15,86.22,82.19,44.30M,0.013
11/07/2004,82.43,80.86,83.63,80.86,56.38M,0.0231
10/31/2004,80.57,80.08,81.62,78.05,68.45M,0.009
10/24/2004,79.85,77.98,82.28,74.93,85.79M,0.0175
10/17/2004,78.48,78.32,81.31,77.34,60.74M,0.017
10/10/2004,77.17,81.58,82.22,76.32,56.39M,-4.93%
10/03/2004,81.17,80.85,84.18,80.57,99.93M,0.0149
09/26/2004,79.98,79.22,80.75,74.29,122.72M,0.0141
09/19/2004,78.87,77.81,80.4,77.79,128.00M,0.0147
09/12/2004,77.73,76.06,78.11,73.4,109.05M,0.0253
09/05/2004,75.81,73.93,77,73.81,102.05M,0.0314
08/29/2004,73.5,74.3,75.53,72.91,84.15M,0.0176
08/22/2004,72.23,73.38,74.43,71.03,121.46M,-1.41%
08/15/2004,73.26,76.64,79.89,72.86,143.28M,-4.57%
08/08/2004,76.77,81.41,83.77,76.16,180.11M,-5.76%
08/01/2004,81.46,81.52,84.09,80.3,169.28M,0.0049
07/25/2004,81.06,78.59,81.9,77.41,161.39M,0.035
07/18/2004,78.32,79.11,80.05,75.64,126.60M,-1.20%
07/11/2004,79.27,79.9,81.89,75.98,144.65M,-0.41%
07/04/2004,79.6,73.76,79.89,60.93,188.21M,0.0783
06/27/2004,73.82,73.25,75.05,71.1,181.15M,0.0136
06/20/2004,72.83,76.44,77.96,69.56,151.99M,-4.35%
06/13/2004,76.14,74.53,77.56,73.19,116.13M,0.0099
06/06/2004,75.39,76.04,79.67,74.91,144.08M,0.0067
05/30/2004,74.89,71.83,78.44,67.06,157.23M,0.0103
05/23/2004,74.13,81.64,85.58,73,131.92M,-7.87%
05/16/2004,80.46,76.64,91.01,57.48,138.68M,0.0137
05/09/2004,79.37,88.51,90.01,75.16,165.15M,-13.10%
05/02/2004,91.34,90.58,94.07,86.31,140.45M,0.0092
04/25/2004,90.51,97.71,97.71,89.09,103.79M,-8.94%
04/18/2004,99.4,96.23,101.14,92.61,99.75M,0.0197
04/11/2004,97.48,96.94,99.34,93.35,71.58M,0.0128
04/04/2004,96.25,96.18,99.14,93.71,74.46M,0.0119
03/28/2004,95.12,90.03,95.74,86.69,82.90M,0.0646
03/21/2004,89.35,86.22,89.82,81.45,113.71M,0.0209
03/14/2004,87.52,94.99,94.99,86.05,158.48M,-6.65%
03/07/2004,93.75,102.69,104.01,91.39,138.88M,-8.21%
02/29/2004,102.13,99.05,103.84,98.11,100.12M,0.0476
02/22/2004,97.49,105.6,106.91,94.13,198.02M,-7.84%
02/15/2004,105.78,106.32,109.26,101.95,132.92M,-0.32%
02/08/2004,106.12,102.5,106.43,84.66,133.92M,0.0411
02/01/2004,101.93,100.11,105.67,86.22,169.59M,0.0224
01/25/2004,99.7,90.1,103.55,90.1,225.26M,0.116
01/18/2004,89.34,93.88,99.41,78.17,175.29M,-4.35%
01/11/2004,93.4,94.65,98.67,85.16,115.66M,0.0453
01/04/2004,89.35,87.75,91.28,83.94,66.04M,0.0218
12/28/2003,87.44,84.49,88.2,82.4,67.35M,0.0406
12/21/2003,84.03,83.15,84.49,82.29,46.97M,0.0079
12/14/2003,83.37,80.65,84.04,79.56,103.69M,0.0367
12/07/2003,80.42,79.51,82.04,78.21,106.99M,0.0123
11/30/2003,79.44,78.79,82.67,78.79,118.00M,0.0149
11/23/2003,78.27,74.67,79.4,74.36,166.75M,0.0567
11/16/2003,74.07,70.89,75.96,70.36,194.82M,0.0583
11/09/2003,69.99,70.51,73.33,69.03,144.62M,-1.95%
11/02/2003,71.38,72.33,78.94,70.63,220.84M,-0.52%
10/26/2003,71.75,73.22,74.34,67.36,300.28M,-0.39%
10/19/2003,72.03,73,74.07,67.5,227.53M,-2.13%